date,temp_max_c,temp_min_c,temp_mean_c,rainfall_mm,humidity_max_pct,humidity_min_pct,wind_speed_max_kmh,evapotranspiration_mm
2018-08-04,28.5,20.7,24.6,1.0,97,57,19.0,3.86
2018-08-05,28.0,21.4,24.6,0.9,94,62,17.3,3.6
2018-08-06,27.6,21.0,24.3,1.1,93,57,17.9,4.11
2018-08-07,27.9,20.4,24.3,1.7,92,57,14.4,3.98
2018-08-08,28.5,21.2,24.5,0.7,95,58,12.9,4.12
2018-08-09,28.1,20.6,24.4,1.3,94,56,17.5,3.98
2018-08-10,28.0,20.6,24.4,0.5,88,54,16.3,4.07
2018-08-11,27.8,22.6,25.0,1.0,87,57,21.5,4.06
2018-08-12,28.7,22.9,24.9,1.8,85,50,23.2,4.28
2018-08-13,27.8,21.8,24.3,0.7,91,61,16.2,3.57
2018-08-14,27.0,21.5,24.3,2.1,91,63,19.3,3.4
2018-08-15,27.8,22.2,24.7,0.2,87,54,18.6,4.07
2018-08-16,28.5,21.0,24.2,0.7,92,48,20.1,4.19
2018-08-17,28.9,21.7,24.6,1.2,87,45,19.3,4.59
2018-08-18,27.8,21.2,24.5,0.4,92,53,18.9,3.93
2018-08-19,27.9,21.2,24.5,0.7,91,55,20.6,4.28
2018-08-20,28.2,21.6,24.7,1.2,89,53,21.3,4.27
2018-08-21,28.2,22.5,25.0,0.1,85,51,16.7,4.3
2018-08-22,27.6,20.8,24.5,1.8,93,57,16.9,3.97
2018-08-23,28.8,20.8,24.7,0.1,94,49,18.9,4.42
2018-08-24,29.0,20.7,24.5,0.4,95,52,18.3,4.55
2018-08-25,27.9,22.1,24.4,1.2,92,60,18.9,4.12
2018-08-26,28.8,20.9,24.5,0.0,93,48,16.3,4.65
2018-08-27,28.3,20.7,24.5,0.4,93,51,10.2,4.15
2018-08-28,28.5,20.7,24.5,0.4,94,55,18.3,4.27
2018-08-29,28.7,20.6,24.7,0.2,95,50,19.1,4.47
2018-08-30,27.6,21.7,24.6,1.3,93,63,22.3,4.15
2018-08-31,27.7,21.5,24.5,1.9,93,64,16.3,3.78
2018-09-01,28.0,21.6,24.6,1.7,93,57,16.2,4.15
2018-09-02,30.1,21.9,25.1,0.0,93,42,17.4,5.07
2018-09-03,28.6,21.7,25.0,0.8,93,57,19.4,4.18
2018-09-04,29.3,22.9,25.5,2.7,92,53,15.3,4.59
2018-09-05,28.3,22.7,24.9,2.1,92,67,17.6,3.38
2018-09-06,28.9,21.6,24.9,1.0,94,58,15.1,4.17
2018-09-07,27.3,21.3,24.2,0.9,95,68,13.7,3.25
2018-09-08,28.6,21.3,25.1,2.7,95,56,11.5,4.44
2018-09-09,28.4,22.7,25.1,4.4,95,66,11.9,3.6
2018-09-10,28.3,22.5,24.9,3.9,96,66,13.4,3.49
2018-09-11,29.4,21.9,25.1,1.2,93,53,19.2,4.78
2018-09-12,28.7,21.9,24.7,3.1,94,61,19.4,4.06
2018-09-13,29.5,22.2,25.5,1.0,95,57,18.1,4.53
2018-09-14,29.6,22.1,25.4,1.2,95,52,15.4,4.79
2018-09-15,29.4,21.8,25.3,1.9,93,52,14.5,4.15
2018-09-16,29.9,20.9,25.2,0.0,95,46,19.9,5.1
2018-09-17,30.2,20.3,24.9,0.2,93,47,18.7,4.84
2018-09-18,30.1,20.2,25.0,0.3,94,42,21.3,5.23
2018-09-19,29.6,20.7,25.0,1.7,92,52,15.6,4.74
2018-09-20,28.2,23.1,25.2,2.3,91,67,20.6,3.94
2018-09-21,30.2,23.5,26.1,0.4,90,49,21.8,5.25
2018-09-22,28.8,22.2,25.3,1.7,91,55,18.3,4.54
2018-09-23,30.1,21.2,25.6,0.1,93,48,18.4,5.17
2018-09-24,29.7,22.7,25.8,1.1,93,59,18.6,4.35
2018-09-25,30.0,23.0,26.1,1.8,92,52,18.2,4.91
2018-09-26,26.2,23.1,24.4,11.7,93,77,18.9,1.83
2018-09-27,28.0,23.1,24.9,9.4,94,69,20.4,3.59
2018-09-28,29.4,23.0,25.5,0.7,89,49,20.5,5.04
2018-09-29,28.9,23.1,25.1,5.0,90,57,21.6,4.21
2018-09-30,29.8,21.3,25.1,1.1,94,50,16.2,5.22
2018-10-01,29.1,21.5,25.2,1.7,94,52,10.4,4.94
2018-10-02,29.6,22.3,25.4,0.9,93,55,16.0,4.64
2018-10-03,29.9,21.9,25.4,1.0,93,50,13.0,4.56
2018-10-04,28.2,21.6,25.1,3.5,94,61,12.0,3.94
2018-10-05,29.0,22.9,25.5,0.4,94,67,15.3,3.84
2018-10-06,30.6,23.0,25.9,0.5,94,46,19.6,5.27
2018-10-07,28.8,22.9,25.7,1.0,92,61,19.3,4.6
2018-10-08,29.9,22.0,25.8,0.6,95,54,22.1,4.61
2018-10-09,30.8,22.3,26.1,0.1,94,46,19.4,5.47
2018-10-10,29.4,22.4,25.8,2.4,94,59,14.8,4.38
2018-10-11,30.2,22.4,26.0,1.7,95,50,16.2,4.91
2018-10-12,29.7,22.7,25.8,3.4,94,61,18.2,4.37
2018-10-13,30.9,22.1,25.9,0.3,96,48,20.1,5.06
2018-10-14,31.1,22.5,26.5,1.6,93,45,18.4,5.39
2018-10-15,29.9,22.5,26.1,2.5,93,63,16.5,4.39
2018-10-16,31.2,23.2,26.7,0.7,94,53,16.8,5.22
2018-10-17,30.1,23.9,26.4,1.7,96,65,14.5,3.89
2018-10-18,29.7,24.0,26.5,1.0,95,63,18.5,4.18
2018-10-19,30.7,24.3,26.9,1.1,94,57,15.7,5.07
2018-10-20,29.7,23.6,26.6,5.2,96,62,15.4,4.72
2018-10-21,31.2,23.3,27.0,0.9,96,48,21.2,5.52
2018-10-22,29.1,24.3,26.5,1.4,84,58,32.6,5.19
2018-10-23,28.8,25.2,26.5,0.4,74,44,36.3,7.06
2018-10-24,26.5,22.1,24.4,13.6,89,63,27.2,2.97
2018-10-25,25.6,23.1,24.1,56.8,93,83,25.6,1.95
2018-10-26,28.5,23.3,25.5,1.8,92,68,16.6,4.19
2018-10-27,28.3,22.9,25.5,1.2,96,68,9.7,4.38
2018-10-28,29.1,22.6,25.4,1.5,97,61,14.6,4.57
2018-10-29,28.7,22.4,25.3,1.9,96,63,13.0,4.71
2018-10-30,28.5,22.7,25.4,1.0,95,68,14.4,4.49
2018-10-31,29.3,22.3,25.4,0.0,96,56,12.3,5.15
2018-11-01,29.9,21.9,25.8,1.4,94,62,13.4,4.79
2018-11-02,29.1,23.7,26.1,2.6,96,70,15.9,4.49
2018-11-03,29.7,23.2,26.1,2.0,97,62,13.3,4.82
2018-11-04,29.6,22.4,25.9,0.7,96,59,12.8,5.04
2018-11-05,30.7,22.8,26.2,0.1,96,47,16.4,5.21
2018-11-06,29.8,22.2,26.3,1.0,96,59,13.7,4.63
2018-11-07,29.7,22.9,26.4,2.2,97,63,11.3,4.31
2018-11-08,29.7,23.5,26.1,6.5,98,71,15.2,3.52
2018-11-09,30.3,24.3,26.5,4.1,96,55,15.1,4.11
2018-11-10,29.6,24.0,26.3,1.8,95,63,20.2,4.18
2018-11-11,29.4,23.4,26.3,2.1,95,60,15.7,4.6
2018-11-12,31.1,23.1,26.4,0.0,94,53,19.5,5.19
2018-11-13,30.2,22.8,26.2,1.1,96,53,17.1,5.11
2018-11-14,30.5,23.1,26.4,0.3,92,53,17.6,5.32
2018-11-15,31.3,22.7,26.6,0.2,95,50,14.8,5.32
2018-11-16,28.2,24.3,25.7,12.5,95,75,21.6,2.82
2018-11-17,29.2,23.9,26.1,2.0,97,77,13.8,3.78
2018-11-18,28.9,23.7,26.0,2.7,97,76,12.7,3.78
2018-11-19,29.8,23.5,26.5,2.6,98,71,13.8,4.11
2018-11-20,28.9,24.2,26.2,6.7,95,75,12.7,3.63
2018-11-21,29.3,24.4,26.3,4.0,95,75,13.0,3.76
2018-11-22,29.4,24.4,26.6,1.5,96,74,15.4,3.69
2018-11-23,29.1,24.9,26.8,1.9,94,72,13.4,3.88
2018-11-24,29.9,24.7,26.8,2.8,94,69,14.9,3.77
2018-11-25,29.6,24.4,26.7,2.7,95,70,11.6,4.42
2018-11-26,29.8,24.0,26.8,4.0,96,71,8.7,4.14
2018-11-27,29.7,24.5,26.7,2.6,96,68,13.2,3.74
2018-11-28,30.1,23.7,27.1,1.3,97,69,13.4,4.33
2018-11-29,30.7,25.2,27.4,1.5,94,65,16.3,4.42
2018-11-30,29.8,25.1,27.0,2.4,94,73,11.6,3.87
2018-12-01,30.1,24.6,27.2,1.4,95,66,12.1,4.3
2018-12-02,30.1,24.0,27.1,1.9,97,60,13.1,4.62
2018-12-03,29.9,23.8,27.1,2.2,97,65,16.2,4.76
2018-12-04,31.2,24.1,27.7,1.0,93,56,15.9,5.06
2018-12-05,31.4,25.2,27.4,1.7,95,60,15.6,4.26
2018-12-06,31.4,25.1,27.8,2.5,97,64,13.6,4.38
2018-12-07,31.3,25.6,27.9,1.5,94,68,11.7,4.48
2018-12-08,29.8,24.3,26.7,13.9,97,68,12.1,3.62
2018-12-09,31.6,25.1,27.8,4.3,96,63,13.0,4.62
2018-12-10,30.2,24.3,27.2,8.1,97,73,12.8,3.69
2018-12-11,31.8,24.7,27.9,5.2,95,59,15.3,4.34
2018-12-12,30.7,24.1,27.0,19.7,95,68,12.6,3.37
2018-12-13,31.0,24.4,27.4,1.6,96,64,12.4,4.35
2018-12-14,30.8,24.8,27.3,1.9,97,67,12.4,4.24
2018-12-15,30.4,24.9,27.1,3.2,95,66,13.5,4.09
2018-12-16,30.8,24.9,27.5,1.5,96,68,15.0,4.31
2018-12-17,29.9,25.3,27.4,0.8,93,71,12.8,4.07
2018-12-18,29.9,25.1,27.1,4.5,96,71,13.7,4.04
2018-12-19,29.8,24.8,26.9,4.8,96,74,12.8,4.01
2018-12-20,30.6,25.6,27.6,1.5,93,66,17.4,4.68
2018-12-21,30.7,25.4,27.7,1.4,91,69,16.6,4.59
2018-12-22,30.4,25.1,27.3,2.3,93,66,15.3,4.39
2018-12-23,30.5,24.9,27.6,0.9,94,67,20.6,4.81
2018-12-24,30.5,26.0,27.7,0.3,88,65,22.3,4.97
2018-12-25,30.3,25.2,27.4,0.6,90,64,20.1,4.54
2018-12-26,30.9,25.6,27.7,0.1,91,65,17.2,4.84
2018-12-27,30.6,25.5,27.5,1.1,93,61,18.7,4.96
2018-12-28,32.0,25.0,27.7,0.3,95,56,15.7,5.21
2018-12-29,31.9,25.1,28.1,0.8,96,58,12.1,5.04
2018-12-30,30.7,25.1,27.5,1.9,96,63,11.4,3.97
2018-12-31,30.9,24.8,27.3,6.4,97,66,11.9,3.88
2019-01-01,30.1,24.7,27.0,8.6,96,72,10.5,3.8
2019-01-02,30.0,24.9,27.2,2.5,96,68,13.3,3.76
2019-01-03,30.4,24.9,27.4,4.6,97,69,14.5,4.01
2019-01-04,29.9,26.2,27.7,4.1,89,71,19.1,4.4
2019-01-05,31.4,25.8,28.1,0.1,90,59,18.9,5.11
2019-01-06,31.4,26.3,28.4,0.5,87,62,22.5,5.44
2019-01-07,31.3,26.8,28.5,0.5,88,63,21.4,4.82
2019-01-08,31.8,26.5,28.6,0.7,88,61,22.2,5.39
2019-01-09,31.9,26.6,28.6,0.4,89,57,22.5,5.12
2019-01-10,31.9,26.3,28.7,0.3,88,60,20.2,5.43
2019-01-11,31.8,26.4,28.6,0.5,89,58,21.9,5.49
2019-01-12,31.7,26.4,28.4,0.1,85,57,22.9,5.59
2019-01-13,31.9,26.0,28.5,0.3,84,56,22.6,5.84
2019-01-14,32.4,26.2,28.5,0.7,86,51,18.4,5.36
2019-01-15,32.0,25.7,28.2,1.9,88,56,16.8,4.41
2019-01-16,30.2,24.3,27.1,14.9,96,66,10.7,3.27
2019-01-17,33.0,25.8,28.8,1.1,95,57,17.1,5.36
2019-01-18,32.8,26.6,29.0,0.7,88,51,16.1,5.33
2019-01-19,32.5,25.8,28.7,0.0,90,52,18.9,5.74
2019-01-20,33.8,26.4,29.1,0.0,85,44,25.8,6.27
2019-01-21,30.7,26.6,28.3,0.3,85,50,19.8,4.22
2019-01-22,31.8,26.3,28.3,0.0,81,54,27.6,5.29
2019-01-23,31.4,26.2,28.1,0.3,83,55,23.2,4.87
2019-01-24,32.4,25.9,28.3,0.7,84,54,25.1,5.62
2019-01-25,33.2,25.8,28.6,0.8,87,48,20.8,5.78
2019-01-26,33.4,25.1,28.8,0.1,89,48,19.5,5.98
2019-01-27,32.4,25.5,28.3,0.0,86,47,20.6,6.03
2019-01-28,31.3,25.3,28.0,1.5,83,58,17.5,4.7
2019-01-29,32.7,25.7,28.3,0.9,85,49,17.4,5.74
2019-01-30,32.9,25.3,28.3,2.1,88,51,15.3,5.46
2019-01-31,33.2,24.9,28.6,0.5,93,48,18.5,5.83
2019-02-01,34.0,25.7,29.0,0.0,90,46,17.9,6.2
2019-02-02,34.2,25.2,28.9,0.7,91,43,17.7,6.05
2019-02-03,34.2,25.7,29.0,0.1,91,45,20.5,5.89
2019-02-04,32.5,25.7,28.7,0.2,86,53,21.6,5.59
2019-02-05,30.9,26.3,28.4,0.9,80,57,26.5,5.53
2019-02-06,32.5,26.1,28.3,0.0,81,48,23.8,5.85
2019-02-07,32.3,25.3,28.3,0.8,88,53,20.5,5.66
2019-02-08,31.5,26.4,28.5,2.0,86,58,27.9,5.51
2019-02-09,31.1,26.5,28.3,2.2,83,59,27.4,5.5
2019-02-10,31.4,26.1,28.0,0.8,85,52,25.3,5.62
2019-02-11,31.7,25.7,28.0,0.9,88,56,19.9,5.07
2019-02-12,32.4,25.1,28.3,0.0,94,51,20.0,5.61
2019-02-13,31.8,25.4,28.1,2.6,89,54,15.8,5.12
2019-02-14,33.2,24.9,28.6,0.0,93,45,13.4,5.74
2019-02-15,33.9,25.8,29.3,0.0,90,42,18.4,5.93
2019-02-16,34.3,26.1,29.5,0.0,90,44,19.0,5.9
2019-02-17,34.1,26.7,29.6,0.2,86,48,20.6,6.36
2019-02-18,34.1,26.4,29.4,0.8,85,48,20.4,5.95
2019-02-19,33.7,26.4,29.3,0.5,86,51,17.0,5.36
2019-02-20,32.1,26.2,28.8,2.9,93,58,12.4,4.32
2019-02-21,31.3,26.1,27.8,4.7,93,60,12.8,3.7
2019-02-22,30.3,25.1,27.1,3.3,95,67,9.3,3.51
2019-02-23,31.5,25.1,28.4,0.5,96,57,10.4,4.38
2019-02-24,32.0,25.2,28.2,2.9,94,62,11.0,4.51
2019-02-25,33.1,25.7,28.9,1.2,96,57,16.8,5.32
2019-02-26,33.8,26.6,29.7,0.7,87,49,15.2,5.79
2019-02-27,33.5,26.4,29.1,0.7,88,50,16.0,5.18
2019-02-28,33.2,26.0,29.2,1.2,89,52,15.9,5.5
2019-03-01,34.1,26.3,29.5,0.9,92,46,16.1,5.33
2019-03-02,35.0,26.0,29.8,1.0,95,49,18.1,5.3
2019-03-03,32.1,25.0,28.4,11.8,95,60,12.4,4.39
2019-03-04,33.0,26.3,29.2,1.3,91,61,12.4,4.85
2019-03-05,33.3,27.1,29.5,0.4,90,58,16.8,5.14
2019-03-06,33.6,26.7,29.7,0.2,92,53,17.9,5.51
2019-03-07,34.0,25.9,29.3,3.3,94,55,19.8,5.54
2019-03-08,33.9,27.5,29.9,0.7,87,51,20.0,6.14
2019-03-09,33.8,26.6,29.1,0.5,85,50,22.1,5.39
2019-03-10,33.3,25.4,28.7,0.0,92,47,17.6,5.74
2019-03-11,33.7,25.2,28.8,0.0,88,46,17.1,6.0
2019-03-12,33.8,26.1,29.0,0.7,85,49,21.0,5.8
2019-03-13,33.2,25.6,28.6,0.0,87,48,18.4,5.52
2019-03-14,33.6,25.1,28.6,0.3,89,44,17.6,5.77
2019-03-15,33.7,25.6,28.9,0.0,88,44,16.6,5.88
2019-03-16,33.6,25.2,28.6,0.0,91,41,14.3,5.66
2019-03-17,33.1,24.7,28.6,0.8,94,47,16.5,5.34
2019-03-18,32.7,25.6,28.6,2.5,90,53,17.2,4.99
2019-03-19,34.1,26.4,29.3,0.0,86,44,17.7,6.14
2019-03-20,33.6,25.7,29.0,0.0,90,44,17.3,5.98
2019-03-21,34.0,26.1,29.2,0.0,85,45,21.0,6.23
2019-03-22,34.0,25.9,29.1,0.0,85,46,18.7,5.61
2019-03-23,33.2,25.1,28.8,0.0,87,44,17.1,5.7
2019-03-24,32.9,24.9,28.6,0.7,91,49,15.7,5.14
2019-03-25,32.5,24.4,28.5,2.1,93,55,14.6,4.74
2019-03-26,33.3,24.9,29.0,1.0,95,55,18.9,4.97
2019-03-27,31.0,25.9,28.2,5.0,94,70,13.4,3.29
2019-03-28,30.5,25.1,26.9,9.0,95,71,12.2,3.5
2019-03-29,31.2,25.0,27.8,3.0,97,64,9.8,3.93
2019-03-30,30.5,25.6,27.3,4.5,96,68,16.8,3.42
2019-03-31,32.6,26.0,28.3,0.7,90,54,15.7,4.86
2019-04-01,31.0,25.9,27.8,10.7,93,70,14.0,3.87
2019-04-02,29.9,25.3,27.3,2.7,94,72,16.7,3.87
2019-04-03,29.9,25.4,27.4,6.2,94,72,16.9,3.93
2019-04-04,29.7,25.5,27.6,3.8,91,66,16.0,3.82
2019-04-05,31.3,25.8,27.9,2.1,90,64,15.3,3.93
2019-04-06,30.3,25.7,27.5,2.2,93,72,12.8,3.59
2019-04-07,29.7,25.4,27.1,2.8,96,74,17.1,2.87
2019-04-08,28.4,25.4,26.7,7.4,93,81,14.8,2.61
2019-04-09,28.5,24.8,26.5,17.6,93,77,17.0,2.15
2019-04-10,29.5,25.3,27.1,3.0,93,74,14.8,3.2
2019-04-11,28.5,25.0,26.5,8.8,95,80,14.3,3.29
2019-04-12,28.5,24.4,26.1,12.1,96,80,12.4,2.8
2019-04-13,29.4,24.8,26.9,6.8,95,75,12.1,3.57
2019-04-14,29.4,25.2,27.0,1.1,95,78,12.2,3.56
2019-04-15,30.9,24.8,27.4,1.6,95,63,10.3,4.3
2019-04-16,30.4,24.8,27.4,2.5,94,69,12.3,4.06
2019-04-17,30.9,25.3,27.8,2.0,96,68,11.5,4.04
2019-04-18,30.2,26.0,27.8,2.9,94,69,16.4,4.12
2019-04-19,29.4,25.4,27.2,3.8,94,75,19.2,3.98
2019-04-20,28.4,25.0,26.7,6.6,94,77,17.5,3.33
2019-04-21,29.6,25.3,27.2,3.2,94,73,21.3,3.99
2019-04-22,29.4,25.4,27.2,6.0,92,71,20.4,3.73
2019-04-23,30.2,25.5,27.5,2.7,93,70,16.0,3.76
2019-04-24,31.8,25.9,28.3,0.1,91,59,14.2,4.47
2019-04-25,32.9,25.5,28.4,0.0,93,52,14.6,5.11
2019-04-26,30.7,26.2,28.2,2.2,93,66,9.8,3.84
2019-04-27,31.2,25.6,28.1,2.6,96,70,9.5,4.08
2019-04-28,29.5,25.4,27.3,6.4,97,76,11.0,3.26
2019-04-29,30.0,25.3,27.2,6.0,96,71,13.2,3.83
2019-04-30,29.1,24.9,26.8,4.5,93,72,16.6,3.59
2019-05-01,28.8,24.6,26.4,13.1,95,75,19.2,3.31
2019-05-02,28.3,24.8,26.5,4.5,95,74,19.8,3.2
2019-05-03,27.8,24.3,25.9,10.7,94,78,17.2,2.65
2019-05-04,29.2,25.2,26.8,2.5,92,73,17.1,3.8
2019-05-05,27.3,24.5,25.5,20.8,95,83,24.9,2.25
2019-05-06,27.2,24.0,25.3,27.8,95,83,20.7,2.23
2019-05-07,28.1,24.0,25.6,13.6,96,74,21.1,2.58
2019-05-08,25.8,24.2,24.7,32.2,94,86,20.0,1.31
2019-05-09,26.7,24.0,25.1,20.6,93,83,16.6,2.05
2019-05-10,26.5,23.7,24.9,12.0,94,87,18.9,1.97
2019-05-11,25.9,23.9,24.9,11.7,95,86,20.6,1.76
2019-05-12,27.2,24.1,25.4,11.0,95,82,21.3,2.92
2019-05-13,26.2,24.1,25.0,18.1,95,72,20.2,2.11
2019-05-14,28.3,24.7,26.3,0.7,87,68,18.0,3.68
2019-05-15,28.3,25.6,26.6,1.1,85,70,18.5,3.81
2019-05-16,27.8,25.3,26.1,3.8,88,77,18.2,2.87
2019-05-17,27.5,24.3,25.6,10.4,96,84,15.1,2.7
2019-05-18,26.8,23.9,24.9,11.3,95,80,15.2,1.85
2019-05-19,27.4,23.8,25.3,3.7,95,81,13.0,2.99
2019-05-20,27.8,24.0,25.7,2.7,94,76,18.0,3.46
2019-05-21,27.5,24.3,25.5,5.0,93,76,17.6,3.0
2019-05-22,26.7,24.0,25.0,27.6,95,85,19.2,2.5
2019-05-23,25.5,22.6,24.0,48.5,94,80,25.7,1.19
2019-05-24,26.3,23.3,24.6,11.7,95,84,16.6,1.55
2019-05-25,26.7,23.8,25.2,5.6,94,79,20.2,2.61
2019-05-26,26.5,24.0,25.2,7.2,92,82,16.8,2.82
2019-05-27,27.7,24.3,25.9,2.8,90,74,18.8,3.31
2019-05-28,28.4,24.7,26.2,1.8,91,70,19.8,3.84
2019-05-29,28.3,24.4,25.9,0.7,91,70,18.7,3.55
2019-05-30,28.2,24.2,25.9,0.8,92,70,16.1,3.72
2019-05-31,27.4,24.4,25.8,2.3,88,72,16.8,3.65
2019-06-01,27.7,23.4,25.5,0.5,87,68,19.5,3.99
2019-06-02,28.4,23.1,25.2,0.4,89,57,17.1,4.17
2019-06-03,28.5,22.5,25.1,0.2,90,63,19.2,4.06
2019-06-04,28.1,24.0,25.7,1.5,84,63,19.1,4.01
2019-06-05,28.1,24.0,25.6,0.0,87,63,18.4,4.11
2019-06-06,27.5,23.8,25.5,1.7,92,71,20.5,3.38
2019-06-07,27.8,24.4,25.7,1.4,88,74,19.7,3.41
2019-06-08,27.9,24.7,26.0,1.3,87,68,20.4,3.74
2019-06-09,28.6,24.8,26.2,0.4,86,58,26.3,4.59
2019-06-10,28.6,24.1,25.8,0.0,86,51,24.0,4.88
2019-06-11,28.4,23.9,25.6,0.3,87,57,23.8,4.22
2019-06-12,28.5,24.4,26.0,0.3,85,59,24.2,4.33
2019-06-13,28.0,24.1,25.6,1.6,88,70,19.5,3.68
2019-06-14,27.7,24.0,25.5,2.0,87,63,25.5,4.22
2019-06-15,27.7,23.5,25.1,0.0,86,54,21.3,4.71
2019-06-16,27.8,22.5,24.8,0.0,86,51,19.9,4.69
2019-06-17,27.9,23.6,25.3,0.2,88,62,22.5,4.05
2019-06-18,27.4,24.1,25.4,1.7,90,71,20.7,3.59
2019-06-19,28.5,23.9,25.5,0.9,92,61,22.1,4.11
2019-06-20,28.0,24.2,25.5,0.9,85,57,25.2,4.63
2019-06-21,26.9,23.3,25.2,0.9,85,64,22.4,4.09
2019-06-22,27.9,23.0,24.8,0.1,89,60,13.6,3.88
2019-06-23,28.2,22.8,25.1,0.3,92,64,16.7,3.73
2019-06-24,28.8,22.3,25.2,0.3,94,59,13.3,3.76
2019-06-25,28.2,22.7,25.2,0.8,94,61,16.9,3.41
2019-06-26,27.5,22.9,25.1,2.1,93,69,22.4,3.73
2019-06-27,27.9,23.5,25.6,0.4,85,61,23.5,4.36
2019-06-28,28.0,23.5,25.1,0.1,87,55,21.6,4.35
2019-06-29,28.6,23.1,25.3,0.1,90,52,18.5,4.42
2019-06-30,26.9,24.1,25.0,4.8,94,78,16.0,2.56
2019-07-01,28.3,23.7,25.3,2.0,94,68,15.9,3.18
2019-07-02,29.1,23.0,25.5,1.3,95,59,15.2,3.75
2019-07-03,28.2,21.9,25.1,0.7,93,56,22.0,3.95
2019-07-04,27.9,23.1,25.2,0.8,89,64,21.1,3.69
2019-07-05,27.9,23.3,25.3,1.6,89,65,19.7,3.87
2019-07-06,28.3,23.7,25.3,1.1,91,64,16.8,3.4
2019-07-07,28.1,23.1,25.3,2.1,94,66,17.9,3.46
2019-07-08,28.4,23.3,25.3,1.3,94,64,17.4,3.44
2019-07-09,29.0,23.8,25.7,0.1,92,57,19.3,3.56
2019-07-10,28.0,24.5,25.8,0.5,87,61,25.8,3.89
2019-07-11,27.2,23.6,25.0,5.8,91,60,25.0,3.55
2019-07-12,26.7,22.9,24.8,2.0,89,67,21.3,3.66
2019-07-13,27.5,23.3,25.2,0.9,89,65,22.6,3.77
2019-07-14,26.9,23.3,24.9,2.4,92,67,21.7,3.52
2019-07-15,27.2,23.5,25.0,0.4,85,61,26.0,3.94
2019-07-16,26.5,22.0,24.2,3.6,89,65,20.3,3.44
2019-07-17,27.2,22.3,24.8,1.8,89,62,23.2,4.02
2019-07-18,25.3,23.0,24.2,3.5,89,76,18.5,3.07
2019-07-19,27.9,23.0,24.8,0.7,87,62,17.3,3.89
2019-07-20,27.4,21.3,24.2,1.0,93,64,12.4,3.31
2019-07-21,27.9,21.1,24.6,0.2,95,58,15.3,4.01
2019-07-22,28.0,23.6,25.2,0.0,79,49,29.9,5.36
2019-07-23,27.5,23.0,24.6,0.1,78,39,26.7,5.76
2019-07-24,28.3,22.1,24.5,0.0,87,46,21.0,4.7
2019-07-25,27.9,22.5,24.5,0.8,86,55,24.4,4.35
2019-07-26,27.5,22.3,24.6,1.4,88,55,27.5,4.41
2019-07-27,27.1,22.3,24.3,1.8,90,64,24.2,3.78
2019-07-28,27.4,22.7,24.6,0.9,89,63,24.2,3.97
2019-07-29,27.3,22.0,24.5,2.3,93,65,20.5,3.76
2019-07-30,27.7,22.3,24.7,1.7,91,61,18.2,3.77
2019-07-31,28.7,21.6,24.7,1.5,96,57,14.7,3.76
2019-08-01,28.0,21.5,24.7,0.9,96,69,16.6,3.36
2019-08-02,28.2,23.1,25.1,2.7,94,63,19.1,3.66
2019-08-03,28.1,22.3,24.9,1.6,94,61,14.6,3.71
2019-08-04,28.3,21.6,24.6,1.6,96,60,16.7,3.72
2019-08-05,29.3,21.4,25.0,0.2,97,47,15.1,4.37
2019-08-06,30.0,23.2,25.7,0.0,91,52,20.8,3.82
2019-08-07,29.5,22.6,25.3,1.5,97,62,16.4,3.73
2019-08-08,29.0,21.8,24.9,0.7,96,53,17.5,4.27
2019-08-09,29.1,20.5,24.9,0.5,96,54,19.8,4.46
2019-08-10,28.9,23.1,25.6,0.8,92,50,20.5,4.48
2019-08-11,27.4,21.9,24.7,1.5,92,57,24.9,4.18
2019-08-12,27.3,22.6,24.5,1.7,91,61,17.7,3.6
2019-08-13,28.2,21.2,24.5,0.9,96,55,19.2,3.73
2019-08-14,28.2,20.7,24.4,0.8,95,51,22.4,4.24
2019-08-15,28.5,21.7,24.8,0.9,94,57,22.3,4.2
2019-08-16,28.5,23.1,25.2,1.6,89,53,26.5,4.38
2019-08-17,27.9,22.1,24.6,1.2,93,59,21.1,3.73
2019-08-18,27.5,23.1,24.8,1.5,85,58,24.1,4.02
2019-08-19,28.7,22.1,24.9,0.3,91,49,24.9,4.67
2019-08-20,29.1,22.7,25.2,2.2,92,54,24.4,4.43
2019-08-21,27.8,23.7,25.4,2.0,87,63,26.0,4.28
2019-08-22,28.5,23.4,25.2,0.9,88,53,28.6,4.71
2019-08-23,27.3,23.2,25.1,2.6,90,65,27.3,3.13
2019-08-24,27.3,22.9,24.6,14.8,94,71,22.2,2.97
2019-08-25,27.0,22.9,24.6,1.5,94,72,18.7,3.16
2019-08-26,27.0,21.8,24.3,2.3,97,72,17.9,3.35
2019-08-27,28.6,21.7,24.7,0.5,96,55,15.5,4.36
2019-08-28,28.4,20.6,24.6,1.0,96,59,15.8,4.12
2019-08-29,28.8,21.3,24.8,0.2,96,63,16.0,3.88
2019-08-30,28.9,21.7,25.0,1.4,95,60,13.2,4.16
2019-08-31,28.0,21.7,24.7,3.0,96,59,13.2,4.04
2019-09-01,28.6,21.6,24.7,0.6,97,56,13.5,4.0
2019-09-02,29.0,21.5,25.3,1.4,95,56,15.8,4.41
2019-09-03,29.6,22.0,25.5,0.7,96,56,16.8,4.15
2019-09-04,29.9,22.1,25.4,0.6,96,50,19.1,4.69
