date,temp_max_c,temp_min_c,temp_mean_c,rainfall_mm,humidity_max_pct,humidity_min_pct,wind_speed_max_kmh,evapotranspiration_mm
2010-01-01,31.6,26.3,28.8,0.0,85,58,13.4,5.52
2010-01-02,31.6,27.2,29.0,0.0,83,60,18.6,5.79
2010-01-03,30.5,26.2,28.3,5.8,83,63,21.2,5.24
2010-01-04,30.3,27.2,28.4,3.0,82,65,23.2,5.53
2010-01-05,30.6,26.8,28.4,1.1,83,64,24.8,5.58
2010-01-06,30.1,26.4,28.0,3.4,84,68,18.2,4.28
2010-01-07,30.7,26.6,28.2,3.6,85,67,23.2,4.86
2010-01-08,29.3,26.9,27.7,4.7,85,71,22.1,3.77
2010-01-09,29.6,27.0,28.0,0.1,83,69,22.9,4.34
2010-01-10,27.4,25.0,26.4,12.8,92,77,17.1,2.05
2010-01-11,28.9,25.6,27.2,6.4,90,70,22.6,4.27
2010-01-12,28.8,26.5,27.4,0.2,81,69,26.1,4.5
2010-01-13,28.8,26.4,27.4,0.0,79,67,27.4,5.11
2010-01-14,29.3,26.0,27.4,0.4,86,70,24.5,4.86
2010-01-15,29.8,26.1,27.6,0.2,85,65,17.9,5.39
2010-01-16,28.7,26.5,27.4,0.4,82,69,18.2,3.53
2010-01-17,30.1,26.6,27.9,0.0,82,65,19.4,5.27
2010-01-18,29.9,26.4,27.8,0.0,82,63,19.2,5.28
2010-01-19,30.5,26.0,27.9,0.1,80,60,15.9,5.55
2010-01-20,30.1,26.0,27.7,1.0,85,65,16.0,5.1
2010-01-21,31.0,26.2,28.2,0.0,83,59,19.0,5.83
2010-01-22,30.4,26.4,28.1,0.0,84,63,19.2,5.07
2010-01-23,30.8,26.4,28.2,0.0,81,62,19.4,5.57
2010-01-24,30.3,26.8,28.3,0.6,79,64,19.3,5.37
2010-01-25,30.3,26.8,28.2,0.6,81,64,22.9,5.56
2010-01-26,30.5,26.5,28.0,0.0,83,63,26.3,5.41
2010-01-27,30.6,26.5,28.0,0.2,83,60,24.1,5.57
2010-01-28,30.5,26.6,28.1,0.0,82,61,24.2,5.68
2010-01-29,29.9,26.2,27.8,0.8,83,65,24.6,5.17
2010-01-30,30.6,26.5,28.1,0.1,82,59,27.1,5.48
2010-01-31,30.8,26.7,28.4,0.4,84,60,25.1,5.65
2010-02-01,30.7,26.9,28.2,0.6,83,63,26.5,5.3
2010-02-02,30.7,26.7,28.2,0.0,83,60,23.0,5.39
2010-02-03,30.6,26.5,28.2,0.1,82,61,19.8,5.08
2010-02-04,30.9,26.4,28.3,0.1,83,62,20.0,4.99
2010-02-05,31.5,26.6,28.8,1.7,83,64,13.6,5.11
2010-02-06,29.0,25.2,27.2,13.4,92,74,12.2,3.77
2010-02-07,29.0,25.2,27.0,12.4,92,75,15.6,4.02
2010-02-08,29.8,25.7,27.6,2.0,90,71,14.5,4.9
2010-02-09,29.9,26.3,27.8,1.3,87,69,15.6,4.81
2010-02-10,30.5,25.8,27.9,1.6,89,68,12.1,4.62
2010-02-11,30.5,25.5,27.9,3.9,91,68,11.8,4.54
2010-02-12,30.6,25.9,28.3,1.0,91,69,16.7,4.83
2010-02-13,30.3,27.2,28.6,0.8,82,63,18.6,5.36
2010-02-14,30.8,27.2,28.6,0.0,81,62,19.9,5.75
2010-02-15,31.5,26.8,28.8,0.0,80,59,18.2,5.91
2010-02-16,31.4,26.8,28.8,0.2,84,60,18.8,5.57
2010-02-17,32.4,26.9,29.2,0.0,84,58,18.1,6.07
2010-02-18,31.7,27.3,29.1,0.0,81,57,23.4,6.22
2010-02-19,30.6,27.7,28.8,1.4,80,67,21.8,5.05
2010-02-20,30.8,27.2,28.8,1.8,84,66,20.3,5.04
2010-02-21,30.8,27.1,28.6,0.2,85,64,21.6,4.86
2010-02-22,31.7,27.0,29.0,0.1,83,58,17.3,6.04
2010-02-23,31.6,26.5,28.9,0.0,85,60,14.0,5.57
2010-02-24,31.5,27.3,29.1,0.6,83,60,14.6,5.47
2010-02-25,32.6,25.9,29.3,0.0,91,53,15.6,5.48
2010-02-26,32.3,26.5,29.3,0.6,87,56,19.8,4.96
2010-02-27,31.8,27.2,29.0,3.1,82,61,15.9,4.63
2010-02-28,30.4,26.0,28.3,3.1,91,67,14.4,4.31
2010-03-01,30.3,25.6,27.8,8.4,88,68,21.1,4.18
2010-03-02,30.5,25.8,28.2,7.3,91,71,15.9,4.68
2010-03-03,31.0,25.9,28.2,1.1,93,66,12.7,5.08
2010-03-04,31.8,26.0,28.9,0.0,93,63,13.7,5.44
2010-03-05,32.5,26.6,29.0,1.2,92,59,18.2,5.08
2010-03-06,31.2,26.0,28.4,2.0,87,66,17.9,4.63
2010-03-07,30.5,26.2,28.3,3.0,87,66,14.6,4.53
2010-03-08,30.3,26.2,28.3,2.5,89,67,17.4,4.89
2010-03-09,31.1,26.4,28.6,1.5,89,66,19.9,5.36
2010-03-10,31.5,27.0,28.9,1.2,87,59,21.9,5.81
2010-03-11,31.6,27.4,29.1,1.1,82,62,23.0,5.91
2010-03-12,31.4,27.6,29.2,0.8,81,61,23.7,5.87
2010-03-13,31.5,27.8,29.2,0.0,78,56,25.8,6.4
2010-03-14,31.3,27.5,29.0,0.9,81,62,25.3,5.77
2010-03-15,31.9,27.5,29.1,1.0,81,59,21.3,5.63
2010-03-16,31.7,26.9,29.0,0.9,84,58,19.7,5.43
2010-03-17,32.3,27.1,29.4,0.0,82,55,18.5,6.09
2010-03-18,32.2,27.3,29.4,0.0,81,56,17.1,5.86
2010-03-19,32.7,27.4,29.8,0.0,81,55,15.8,5.78
2010-03-20,30.7,26.6,28.4,4.6,86,63,15.9,4.3
2010-03-21,30.4,25.9,28.3,3.3,88,67,16.9,4.57
2010-03-22,31.3,26.1,28.3,2.1,88,62,18.2,4.65
2010-03-23,29.8,25.4,27.6,6.3,92,67,20.2,4.13
2010-03-24,28.1,25.4,26.5,22.6,91,77,17.5,2.64
2010-03-25,29.8,25.0,27.2,6.4,93,73,15.8,4.09
2010-03-26,30.2,25.3,27.8,4.7,91,68,15.3,4.4
2010-03-27,30.0,25.5,27.5,6.4,93,73,15.5,4.03
2010-03-28,28.5,25.4,26.8,9.3,92,78,15.7,3.13
2010-03-29,27.6,25.3,26.4,6.2,91,79,17.7,2.03
2010-03-30,29.7,25.2,27.3,3.3,90,73,17.6,4.43
2010-03-31,28.2,25.5,26.9,6.4,93,80,15.9,2.98
2010-04-01,28.6,25.7,27.1,7.6,90,74,19.6,3.45
2010-04-02,28.8,25.1,26.7,8.9,93,77,16.8,3.72
2010-04-03,28.7,25.3,26.4,7.7,92,77,14.1,3.54
2010-04-04,28.0,24.6,26.1,7.0,93,79,10.4,2.65
2010-04-05,28.9,25.2,26.9,3.3,93,76,15.4,3.84
2010-04-06,28.1,25.3,26.4,6.7,90,78,14.8,2.93
2010-04-07,28.7,24.8,26.7,4.4,94,78,17.1,3.75
2010-04-08,29.4,25.6,27.3,3.9,90,76,16.1,3.9
2010-04-09,29.4,25.4,27.2,3.6,91,74,14.4,3.65
2010-04-10,29.8,25.6,27.4,1.4,90,71,17.0,4.21
2010-04-11,29.8,25.9,27.7,0.9,90,70,14.5,4.04
2010-04-12,30.9,25.9,28.1,0.4,90,63,18.4,4.66
2010-04-13,29.1,25.8,27.5,3.7,91,78,19.2,4.02
2010-04-14,28.4,25.2,26.2,15.4,92,77,17.3,3.13
2010-04-15,28.3,24.6,26.1,24.7,94,79,15.0,2.59
2010-04-16,27.7,24.7,26.1,11.8,93,80,13.0,2.91
2010-04-17,28.5,24.8,26.6,11.2,93,79,15.3,3.57
2010-04-18,29.6,24.8,27.1,3.2,93,75,12.1,3.84
2010-04-19,29.2,26.0,27.6,3.3,91,74,12.1,3.68
2010-04-20,29.9,26.1,27.8,1.2,91,69,13.5,4.25
2010-04-21,29.6,25.8,27.6,1.1,90,71,14.1,4.11
2010-04-22,29.4,25.8,27.4,1.2,92,73,16.9,4.22
2010-04-23,30.2,25.5,27.6,1.4,92,66,17.8,4.32
2010-04-24,30.0,26.1,27.8,0.4,91,74,15.9,4.15
2010-04-25,29.8,26.1,27.6,1.2,91,74,19.5,4.13
2010-04-26,28.0,25.2,26.6,5.2,90,77,18.1,2.79
2010-04-27,27.0,25.0,25.8,12.0,94,81,19.3,2.33
2010-04-28,27.1,24.9,25.8,16.8,93,83,21.3,2.09
2010-04-29,26.8,25.0,25.7,29.1,94,85,19.8,1.6
2010-04-30,28.8,25.2,26.6,3.2,93,75,18.3,3.91
2010-05-01,26.8,24.6,25.9,2.4,93,83,14.0,1.65
2010-05-02,28.5,25.1,26.7,2.9,91,74,21.3,3.84
2010-05-03,27.6,25.4,26.5,5.6,89,78,20.9,3.27
2010-05-04,28.5,25.6,27.0,1.5,89,76,15.9,3.29
2010-05-05,28.9,25.5,26.9,0.9,89,73,15.1,3.55
2010-05-06,26.7,24.9,25.6,26.6,93,85,19.0,1.59
2010-05-07,28.3,24.7,26.2,1.4,93,80,16.2,3.3
2010-05-08,28.2,25.1,26.3,4.2,92,78,17.3,3.28
2010-05-09,28.5,25.0,26.5,3.4,92,73,17.4,3.29
2010-05-10,29.1,25.5,27.0,0.7,91,71,15.8,3.73
2010-05-11,29.8,25.4,27.2,0.0,92,65,13.6,4.36
2010-05-12,29.4,25.5,27.2,0.6,93,67,13.3,4.04
2010-05-13,27.7,25.2,26.4,2.3,90,81,19.3,3.29
2010-05-14,27.7,24.4,26.0,4.0,93,73,18.3,3.09
2010-05-15,28.6,24.9,26.6,2.0,91,70,18.0,3.73
2010-05-16,28.0,24.8,26.5,1.1,90,71,21.8,3.84
2010-05-17,28.8,25.5,26.8,0.4,85,61,20.3,4.21
2010-05-18,29.7,24.5,26.6,0.0,87,53,18.3,5.01
2010-05-19,29.2,25.2,26.9,0.5,87,63,18.0,4.07
2010-05-20,29.1,25.2,26.9,0.4,88,73,19.3,3.88
2010-05-21,29.0,25.6,27.1,1.5,89,70,20.8,3.97
2010-05-22,27.1,24.8,25.7,13.6,93,85,20.0,2.07
2010-05-23,28.7,24.7,26.5,1.9,92,75,16.6,3.67
2010-05-24,27.9,24.9,26.3,1.9,91,79,15.6,3.43
2010-05-25,27.7,24.7,26.1,1.3,91,78,14.8,3.23
2010-05-26,29.2,25.2,26.8,0.1,89,63,18.1,4.27
2010-05-27,27.3,24.5,25.9,3.7,90,79,17.1,2.94
2010-05-28,27.8,24.6,26.0,2.0,91,79,15.7,3.37
2010-05-29,28.6,24.8,26.4,0.4,92,76,17.0,3.45
2010-05-30,28.7,24.8,26.5,0.2,92,72,12.5,3.66
2010-05-31,28.6,24.5,26.3,1.2,91,66,18.7,3.46
2010-06-01,28.8,24.6,26.3,0.4,88,61,20.4,4.04
2010-06-02,28.3,24.7,26.5,0.8,88,65,26.3,4.03
2010-06-03,28.2,25.3,26.6,0.4,86,64,24.3,4.02
2010-06-04,28.7,25.3,26.6,0.2,84,61,21.0,4.33
2010-06-05,28.3,24.7,26.3,0.1,85,62,20.4,4.19
2010-06-06,27.8,24.5,25.9,0.3,87,62,20.0,4.02
2010-06-07,28.5,24.0,25.9,0.2,85,54,21.3,4.61
2010-06-08,28.7,24.9,26.2,3.3,88,60,22.2,4.21
2010-06-09,27.4,24.1,25.5,8.3,92,76,19.7,2.81
2010-06-10,27.3,23.8,25.4,1.8,90,72,19.5,3.45
2010-06-11,28.2,23.8,25.9,0.7,90,62,19.6,4.06
2010-06-12,27.6,24.3,25.7,0.4,87,66,23.2,3.71
2010-06-13,27.8,24.0,25.8,0.7,88,71,15.4,3.63
2010-06-14,27.6,24.6,25.9,1.0,86,67,14.2,3.7
2010-06-15,27.7,24.0,25.7,0.4,88,68,16.5,3.56
2010-06-16,28.1,24.3,26.0,0.6,88,64,16.3,3.85
2010-06-17,28.6,24.0,26.0,0.5,90,62,21.4,3.87
2010-06-18,25.3,24.0,24.7,12.2,91,75,22.7,1.7
2010-06-19,25.5,23.9,24.7,2.0,81,68,24.7,2.41
2010-06-20,26.2,24.9,25.5,2.0,82,56,24.3,2.93
2010-06-21,28.1,24.0,25.6,0.3,85,54,26.3,4.62
2010-06-22,28.2,23.4,25.4,0.0,87,56,21.5,4.15
2010-06-23,27.0,23.6,25.1,1.5,89,68,20.3,3.53
2010-06-24,28.0,23.4,25.3,0.7,89,66,20.8,3.87
2010-06-25,27.8,23.6,25.5,0.1,87,64,26.3,4.2
2010-06-26,28.2,24.4,26.0,0.0,82,53,24.1,4.5
2010-06-27,29.2,23.3,25.8,0.1,89,53,20.0,4.48
2010-06-28,29.2,23.9,26.1,0.3,87,56,25.2,4.37
2010-06-29,28.5,24.9,26.3,0.0,81,58,23.6,4.39
2010-06-30,26.3,23.8,24.7,6.2,87,74,19.7,2.18
2010-07-01,26.8,23.6,24.8,0.9,84,64,23.9,2.87
2010-07-02,28.0,24.0,25.5,0.2,82,46,27.2,5.09
2010-07-03,26.6,23.3,24.8,0.0,80,57,27.7,4.23
2010-07-04,28.2,23.4,25.2,0.0,82,48,25.4,4.94
2010-07-05,26.8,23.0,24.5,0.4,85,62,25.3,3.69
2010-07-06,25.5,23.0,24.4,2.5,82,68,24.1,3.29
2010-07-07,27.0,23.5,24.9,0.3,78,56,25.0,4.38
2010-07-08,26.3,22.8,24.4,1.0,85,58,24.7,3.65
2010-07-09,27.4,23.3,24.8,0.3,82,55,22.8,4.26
2010-07-10,27.9,22.9,25.0,0.4,89,59,19.0,3.72
2010-07-11,28.2,23.1,25.4,0.5,90,58,18.3,4.0
2010-07-12,28.5,23.5,25.4,0.4,89,52,15.6,4.38
2010-07-13,27.9,23.1,25.1,0.0,88,56,17.1,3.86
2010-07-14,27.9,22.5,24.8,0.4,90,52,21.9,4.24
2010-07-15,27.5,23.1,24.9,0.3,87,58,19.6,3.87
2010-07-16,28.0,22.9,25.2,0.2,90,58,14.4,3.87
2010-07-17,28.6,23.2,25.5,0.0,90,55,20.9,4.27
2010-07-18,26.4,23.8,25.1,3.7,85,65,21.8,2.69
2010-07-19,28.5,23.8,25.5,0.2,85,54,22.7,4.5
2010-07-20,27.6,23.0,24.8,1.9,87,61,23.7,3.9
2010-07-21,28.0,23.0,25.1,1.4,87,60,21.2,4.17
2010-07-22,28.8,23.4,25.5,0.6,86,52,22.8,4.37
2010-07-23,28.1,23.5,25.2,0.1,85,53,27.0,4.37
2010-07-24,28.2,22.2,25.0,1.4,87,55,21.0,4.18
2010-07-25,27.9,23.0,25.0,0.1,89,59,21.1,4.11
2010-07-26,28.9,23.0,25.3,0.3,90,52,23.0,4.42
2010-07-27,27.8,23.2,25.0,0.3,86,55,20.5,4.07
2010-07-28,28.0,22.8,25.1,0.3,90,53,21.7,4.04
2010-07-29,28.1,23.5,25.4,0.0,84,53,21.9,4.72
2010-07-30,28.2,23.3,25.3,0.0,85,53,24.1,4.62
2010-07-31,28.0,22.7,25.1,0.0,88,53,23.4,4.46
2010-08-01,28.1,23.2,25.1,0.4,86,52,20.2,3.97
2010-08-02,27.0,22.9,24.7,0.7,88,61,20.5,3.64
2010-08-03,26.4,23.0,24.5,0.9,88,67,20.3,3.43
2010-08-04,28.9,23.3,25.3,0.1,86,49,25.0,4.68
2010-08-05,26.9,23.5,24.9,0.2,84,58,22.6,3.53
2010-08-06,28.0,22.9,25.2,0.0,86,55,19.9,4.31
2010-08-07,27.9,23.7,25.2,0.3,78,51,21.6,4.45
2010-08-08,29.1,22.3,25.1,0.0,85,43,21.3,4.92
2010-08-09,27.1,23.3,24.9,2.5,83,62,18.7,3.85
2010-08-10,28.5,23.0,25.3,0.1,87,53,18.4,4.56
2010-08-11,27.8,22.8,24.6,0.4,89,54,33.0,3.98
2010-08-12,26.7,23.6,25.0,1.8,75,43,29.7,4.0
2010-08-13,29.4,23.5,25.5,0.0,77,36,27.4,5.68
2010-08-14,29.4,23.5,25.6,0.0,77,38,26.9,6.27
2010-08-15,28.5,22.6,24.8,0.7,84,45,24.4,4.94
2010-08-16,26.7,22.2,24.2,1.3,88,63,22.7,3.64
2010-08-17,29.3,22.2,25.0,0.4,88,44,23.7,5.13
2010-08-18,28.7,22.9,25.1,0.4,87,50,23.8,4.8
2010-08-19,28.0,23.0,25.0,0.7,86,57,19.1,4.23
2010-08-20,27.8,22.6,24.9,0.7,89,58,18.4,4.12
2010-08-21,28.9,22.6,25.2,0.1,90,55,20.4,4.61
2010-08-22,28.6,23.3,25.4,0.0,89,56,21.4,4.6
2010-08-23,28.6,23.2,25.4,0.4,88,58,16.5,4.43
2010-08-24,28.8,23.0,25.4,0.2,89,52,16.4,4.65
2010-08-25,28.8,23.0,25.3,0.3,89,57,24.9,4.43
2010-08-26,28.0,23.1,25.2,0.2,91,62,24.0,4.28
2010-08-27,27.4,22.9,24.9,1.0,88,64,20.5,3.88
2010-08-28,28.3,23.0,25.3,0.0,88,55,21.7,4.59
2010-08-29,29.1,23.1,25.5,0.2,87,50,20.9,4.85
2010-08-30,28.9,23.0,25.4,0.3,89,56,20.7,4.67
2010-08-31,28.9,23.2,25.5,0.4,86,53,23.9,4.78
2010-09-01,29.1,23.4,25.9,0.1,88,54,24.0,4.89
2010-09-02,28.0,23.6,25.5,0.6,86,63,21.9,4.15
2010-09-03,27.8,23.4,25.3,2.0,88,65,21.0,3.92
2010-09-04,27.9,23.2,25.1,1.0,90,60,18.2,4.09
2010-09-05,28.7,22.8,25.2,0.0,86,52,18.6,4.98
2010-09-06,28.9,21.7,25.1,0.0,88,52,20.5,4.81
2010-09-07,28.9,22.9,25.4,0.0,85,51,21.5,5.17
2010-09-08,28.4,23.0,25.4,0.2,87,56,21.9,4.49
2010-09-09,28.7,23.6,25.6,0.1,86,55,23.4,4.77
2010-09-10,29.0,23.0,25.4,0.0,88,52,21.9,4.89
2010-09-11,28.9,22.8,25.4,0.0,87,52,21.9,4.89
2010-09-12,28.5,22.6,25.0,0.1,88,51,26.3,4.78
2010-09-13,27.5,22.6,24.7,0.8,90,61,22.5,3.83
2010-09-14,28.5,23.3,25.3,0.3,86,59,16.4,4.37
2010-09-15,28.2,23.1,25.2,0.4,89,56,18.7,4.17
2010-09-16,28.2,23.6,25.6,0.3,86,63,16.3,4.37
2010-09-17,28.4,23.4,25.6,0.1,87,54,20.5,4.69
2010-09-18,27.8,23.0,25.1,0.4,88,54,22.2,4.6
2010-09-19,28.2,22.9,25.1,0.8,86,54,17.4,4.63
2010-09-20,28.3,21.7,25.0,1.2,93,53,17.3,4.58
2010-09-21,28.7,22.4,25.2,0.3,90,52,20.1,4.82
2010-09-22,29.4,22.9,25.5,0.3,86,43,19.2,5.51
2010-09-23,29.4,22.7,25.4,0.4,87,40,18.8,5.49
2010-09-24,29.2,22.3,25.3,1.7,89,50,22.9,5.16
2010-09-25,29.2,24.3,26.1,0.0,84,59,20.3,4.54
2010-09-26,29.1,23.4,25.9,0.0,90,52,17.6,4.82
2010-09-27,29.4,23.7,25.9,0.0,83,44,22.4,5.87
2010-09-28,29.2,22.9,25.7,0.0,85,49,19.8,5.1
2010-09-29,29.2,23.1,25.6,0.3,86,47,21.7,5.11
2010-09-30,28.4,23.1,25.4,0.5,85,56,15.3,4.58
2010-10-01,28.6,23.3,25.5,0.5,87,58,18.4,4.12
2010-10-02,29.5,23.6,26.1,0.0,86,50,17.7,5.33
2010-10-03,29.2,24.3,26.2,0.1,83,55,16.5,5.07
2010-10-04,29.7,23.2,26.0,0.2,90,50,15.9,5.14
2010-10-05,30.3,23.2,26.1,0.0,87,44,20.8,5.59
2010-10-06,30.2,22.8,26.1,0.0,91,50,20.4,5.43
2010-10-07,31.6,21.7,26.3,0.0,96,44,23.1,5.86
2010-10-08,31.0,23.6,26.7,0.0,91,51,22.8,5.55
2010-10-09,30.5,23.6,26.5,0.2,92,53,17.8,5.07
2010-10-10,30.5,23.4,26.6,0.0,93,52,16.0,5.27
2010-10-11,30.1,23.7,26.5,0.0,87,54,18.0,5.43
2010-10-12,30.1,24.0,26.7,0.0,82,53,18.7,5.4
2010-10-13,30.1,23.0,26.4,0.0,88,52,22.4,5.18
2010-10-14,30.8,24.0,26.7,0.0,81,43,20.2,5.67
2010-10-15,30.6,23.5,26.8,0.0,89,53,15.5,5.35
2010-10-16,30.1,23.9,27.0,0.3,90,58,17.9,5.21
2010-10-17,30.2,24.1,26.7,1.1,90,57,19.6,5.03
2010-10-18,30.4,24.2,26.8,0.2,89,48,18.5,5.7
2010-10-19,30.3,24.3,27.0,0.0,85,48,16.4,5.71
2010-10-20,31.0,24.4,27.2,0.0,85,46,17.1,5.81
2010-10-21,29.4,24.4,26.5,0.9,87,58,17.3,4.66
2010-10-22,29.0,24.3,26.3,0.9,89,64,16.8,4.45
2010-10-23,30.3,23.9,26.7,0.3,91,52,16.5,5.06
2010-10-24,29.6,24.5,26.6,0.7,88,62,16.9,4.62
2010-10-25,29.1,24.3,26.5,1.5,89,63,18.0,4.62
2010-10-26,29.5,24.2,26.6,1.3,91,65,17.6,4.82
2010-10-27,30.6,24.8,27.4,0.0,89,55,14.8,5.43
2010-10-28,29.3,24.6,26.5,4.8,91,67,15.5,4.14
2010-10-29,31.0,24.8,27.4,0.2,91,51,18.2,5.88
2010-10-30,30.2,24.9,27.0,1.1,87,60,21.4,4.81
2010-10-31,29.0,24.7,26.5,4.2,86,65,20.9,4.06
2010-11-01,29.5,24.7,26.8,1.5,89,66,16.0,4.21
2010-11-02,29.9,24.3,26.9,0.8,91,66,15.2,4.55
2010-11-03,29.4,24.8,26.9,1.6,90,66,19.9,4.86
2010-11-04,30.6,25.0,27.3,0.0,84,53,16.2,5.58
2010-11-05,29.2,25.1,26.9,1.4,85,65,17.0,4.57
2010-11-06,28.9,24.5,26.7,1.9,87,71,18.9,4.2
2010-11-07,29.5,24.5,26.9,1.2,91,69,14.8,4.29
2010-11-08,29.0,24.1,26.8,1.7,95,71,16.9,4.52
2010-11-09,29.9,24.3,27.2,1.8,94,61,17.9,5.0
2010-11-10,30.2,25.2,27.4,0.4,87,62,17.4,5.33
2010-11-11,29.3,24.8,26.6,2.9,88,66,21.9,4.3
2010-11-12,28.5,25.0,26.5,5.5,89,69,16.5,3.95
2010-11-13,28.6,24.0,26.5,3.7,92,67,16.8,4.3
2010-11-14,27.7,24.7,26.3,7.1,87,70,16.7,3.95
2010-11-15,27.8,24.4,26.0,11.5,90,76,19.4,4.04
2010-11-16,26.7,24.3,25.5,15.6,90,78,13.4,2.89
2010-11-17,29.0,23.8,26.7,0.5,92,66,14.4,4.93
2010-11-18,28.2,24.4,26.6,1.5,93,72,13.3,4.61
2010-11-19,28.9,24.7,26.8,2.4,90,73,15.7,4.67
2010-11-20,28.8,24.9,26.8,2.7,89,75,17.0,4.38
2010-11-21,29.1,25.2,27.0,2.0,90,72,17.7,4.53
2010-11-22,29.9,25.4,27.4,0.7,87,59,18.0,5.21
2010-11-23,29.4,24.6,27.0,1.1,91,68,17.4,4.61
2010-11-24,29.7,25.4,27.4,0.8,89,67,14.8,4.85
2010-11-25,29.6,25.4,27.4,2.1,88,62,18.0,4.7
2010-11-26,29.3,24.5,27.1,1.2,94,69,17.4,4.58
2010-11-27,30.4,25.6,27.8,0.0,85,58,14.8,5.74
2010-11-28,29.6,25.8,27.5,0.9,84,68,18.3,4.99
2010-11-29,30.2,25.2,27.5,1.7,89,63,18.5,5.21
2010-11-30,30.0,26.2,27.8,0.4,84,67,20.6,5.23
2010-12-01,29.9,25.6,27.5,1.3,87,69,19.3,4.79
2010-12-02,29.5,25.3,27.3,3.0,90,68,18.0,4.66
2010-12-03,30.3,26.0,28.0,0.1,85,64,18.9,5.45
2010-12-04,30.6,26.2,28.1,0.3,83,63,18.3,5.6
2010-12-05,30.3,26.2,28.0,0.4,83,63,20.1,5.29
2010-12-06,29.8,26.5,27.9,1.0,81,66,17.4,4.93
2010-12-07,29.2,25.7,27.0,11.6,86,72,16.5,3.77
2010-12-08,28.0,24.8,25.8,20.2,94,77,11.2,3.25
2010-12-09,28.1,24.3,26.0,12.0,93,76,12.7,3.65
2010-12-10,28.4,24.3,26.3,3.6,94,74,13.7,3.92
2010-12-11,29.0,24.2,26.7,1.3,93,71,16.7,4.33
2010-12-12,28.7,24.2,26.4,2.8,93,72,15.5,4.28
2010-12-13,29.2,24.5,26.7,1.0,93,75,13.1,4.3
2010-12-14,29.5,24.4,26.9,1.8,93,66,14.1,4.64
2010-12-15,29.7,25.8,27.5,0.4,87,66,15.4,5.36
2010-12-16,29.9,26.2,27.8,0.0,83,62,21.8,5.61
2010-12-17,29.9,26.7,28.0,1.0,82,67,20.9,5.3
2010-12-18,29.8,26.2,27.8,0.6,86,68,20.4,5.22
2010-12-19,29.6,26.5,27.8,0.9,81,67,21.7,5.43
2010-12-20,29.6,26.3,27.7,0.8,83,68,23.3,5.23
2010-12-21,29.1,26.2,27.3,2.7,84,68,22.9,4.85
2010-12-22,29.7,25.7,27.5,1.6,85,65,21.0,5.1
2010-12-23,30.1,26.0,27.8,1.5,84,67,21.7,5.0
2010-12-24,29.8,26.0,27.7,0.8,86,67,19.7,4.79
2010-12-25,30.1,25.7,27.8,1.0,85,68,19.4,5.11
2010-12-26,29.7,25.3,27.4,1.2,87,66,15.9,4.95
2010-12-27,30.0,25.3,27.8,1.1,89,64,15.9,4.71
2010-12-28,29.4,24.7,27.2,1.7,86,69,14.6,4.76
2010-12-29,30.2,24.9,27.7,1.0,91,66,17.9,4.94
2010-12-30,30.4,26.3,28.1,0.1,79,59,20.7,5.73
2010-12-31,29.9,25.8,27.8,0.9,81,63,19.2,5.54
2011-01-01,29.7,26.0,27.7,1.0,82,62,16.2,5.12
2011-01-02,30.2,25.7,27.8,0.9,83,61,13.3,5.15
2011-01-03,30.1,25.9,28.0,1.6,84,64,15.3,5.0
2011-01-04,30.9,25.9,28.3,0.2,85,59,16.9,5.61
2011-01-05,30.7,26.5,28.3,0.8,81,59,19.3,5.45
2011-01-06,30.9,26.2,28.3,0.8,85,61,20.8,5.71
2011-01-07,30.1,27.0,28.1,1.3,78,63,21.7,5.16
2011-01-08,30.1,26.8,28.2,0.8,79,64,20.0,5.04
2011-01-09,30.2,27.1,28.3,0.8,77,64,17.9,4.57
2011-01-10,30.9,26.2,28.4,2.8,82,61,18.2,5.17
2011-01-11,30.4,25.9,28.1,7.4,84,64,15.8,5.13
2011-01-12,30.2,26.3,28.1,3.1,84,64,18.7,5.22
2011-01-13,29.7,26.1,27.9,1.6,83,67,18.9,5.34
2011-01-14,30.3,25.5,27.7,2.4,86,64,22.0,5.45
2011-01-15,30.1,26.4,27.9,0.3,82,68,18.9,5.23
2011-01-16,30.3,26.7,28.2,0.5,80,65,21.3,5.49
2011-01-17,30.2,26.4,27.9,0.7,83,65,22.5,5.24
2011-01-18,31.0,26.5,28.3,0.0,81,56,20.7,5.9
2011-01-19,30.5,26.2,28.0,1.8,80,60,17.4,5.53
2011-01-20,31.3,26.0,28.2,0.0,84,54,18.6,6.04
2011-01-21,31.1,26.3,28.3,0.0,78,56,18.0,5.85
2011-01-22,31.2,26.7,28.5,0.0,77,57,21.5,6.09
2011-01-23,30.7,26.4,28.2,1.0,82,62,25.1,5.72
2011-01-24,30.2,25.8,27.9,1.5,85,63,25.2,5.55
2011-01-25,30.4,26.4,28.1,0.1,83,57,29.0,6.42
2011-01-26,30.5,26.9,28.3,0.4,79,56,32.6,6.46
2011-01-27,30.3,26.9,28.1,0.2,80,60,30.0,6.06
2011-01-28,30.4,26.5,28.0,0.3,81,58,25.5,5.68
2011-01-29,30.9,26.4,28.0,0.3,84,60,21.0,5.39
2011-01-30,31.0,26.6,28.3,0.0,83,61,21.4,5.46
2011-01-31,31.1,26.5,28.4,0.0,84,60,17.7,5.67
2011-02-01,31.2,25.9,28.1,1.3,87,59,18.1,5.65
